Proposal,Beamline,Experiment start,Experiment end,User Affiliation,Department,Overall,Scientific support,Technical support,Beamline hardware,Beamline software,Machine operation,DUO,Experiment comments,Infrastructure comment,Overall comments,Remarks,Report submitted
20140086,I811,23/06/2015,26/06/2015,"Swedish University of Agricultural Sciences, Uppsala",Department of Chemistry,5,5,5,5,5,5,5,,,The data quality we did obtain was better than in many years.,,06/07/2015
20140343,D1011,23/06/2015,29/06/2015,University of Reading,Department of Chemistry,4,5,5,5,5,2,4,,,,,11/02/2016
20140086,I811,23/06/2015,26/06/2015,"Swedish University of Agricultural Sciences, Uppsala",Department of Chemistry,5,5,5,4,4,5,5,,,,,03/07/2015
0,BL73,23/08/2012,21/09/2012,Vilnius University,Faculty of Physics,5,5,5,5,5,5,5,,,It was scientifically very useful and pleasant  stay.,,01/10/2012
0,D1011,23/08/2012,26/08/2012,NOVALED AG,,4,5,3,5,4,4,5,,,,,03/09/2012
20130257,D1011,23/09/2013,01/10/2013,Diamond Light Source,,5,5,5,5,4,5,5,,,,,06/06/2014
20130167,I411,23/09/2013,07/10/2013,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",5,5,5,5,5,5,5,,,,,12/02/2014
20130167,I411,23/09/2013,07/10/2013,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",5,5,5,5,5,5,5,,,,,15/10/2013
20140086,I811,23/09/2014,25/09/2014,"Swedish University of Agricultural Sciences, Uppsala",Department of Chemistry,3,5,5,5,5,3,5,There instability in beam the first days during the run due to problems with one of the RF units. This did cause a number of beam losses.,,"Due to instability in the ring the data quality was affected, and the samples run in the first day had partly to be redetermined.",,03/10/2014
20140318,I3,23/09/2014,29/09/2014,Universtity of Würzburg,"Department of Physics, Experimental Physics VII",5,5,5,5,5,5,5,,,,,13/10/2014
20140318,I3,23/09/2014,29/09/2014,Universtity of Würzburg,"Department of Physics, Experimental Physics VII",5,5,5,5,5,5,5,,,,,13/10/2014
20140047,I4,23/09/2014,06/10/2014,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",5,5,4,4,4,4,3,,,,,14/10/2014
0,I311-XPS,23/09/2015,28/09/2015,Universität zu Köln,II. Physikalisches Institut,4,5,5,4,4,4,4,,,,,05/10/2015
20140435,I711,23/09/2015,26/09/2015,University of Southern Denmark,"Department of Physics, Chemistry and Pharmacy",4,5,4,4,5,4,5,,,,,26/10/2015
20120180,I1011,23/10/2012,01/11/2012,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",4,4,4,4,3,3,4,There were some problems with the magnetic field sextupole server being looked or switched off while the experiments were running.,,Most data were very good.,,13/11/2012
20120199,I811,23/10/2012,26/10/2012,University of Cape Town,Department of Chemical Engineering,5,5,5,5,5,5,5,,,"We had very successful runs using our newly designed in-situ capillary cell reactor. This was supported by superb staff that efficiently trained us and helped us though resolving any problems  we encountered. We are currently working through the data, but we are hoping to visit again in the near future.",,28/11/2012
20120254,I3,23/10/2012,29/10/2012,Chalmers University of Technology,Department of Applied Physics,5,5,5,3,5,4,5,,,,,06/11/2012
20120286,I411,23/10/2012,29/10/2012,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",5,5,5,5,5,5,5,,,,,06/11/2012
20120059,I711,23/10/2012,29/10/2012,Lund University,MAX IV Laboratory,5,5,5,4,4,4,4,,,,,20/11/2012
20120059,I711,23/10/2012,29/10/2012,Technical University of Denmark,Center for Electron Nanoscopy,4,5,5,5,5,5,5,,,,,20/12/2012
20120199,I811,23/10/2012,26/10/2012,Aarhus University,Department of Physics and Astronomy,5,5,5,5,5,5,5,,,,,05/11/2012
0,MX,23/10/2013,24/10/2013,Novo Nordisk A/S,,5,5,5,3,3,5,3,There was a breakdown of the detector/computers but it was solved in after a couple of hours (18-21) of work by the staff.,,,,01/11/2013
20130188,I3,23/10/2013,26/10/2013,University of Oulu,Department of Physics,5,5,5,5,5,5,5,,,,,27/01/2014
20140050,I711,23/10/2014,27/10/2014,Helmholtz-Zentrum Geesthacht,Zentrum für Material- und Küstenforschung,3,4,4,3,4,3,5,Beam loss occurred several times. The intermittent of beam had impacted a lot to the experiments. My data was not good indeed !,,,,17/11/2014
0,MX,23/10/2014,24/10/2014,SARomics Biostructures AB,,5,5,5,4,4,2,5,Problem with injection and low currency 140-170 mA. Started data collection at 16:30 in afternoon.,,,,24/10/2014
20140050,I711,23/10/2014,27/10/2014,Helmholtz-Zentrum Geesthacht,Zentrum für Material- und Küstenforschung,2,3,3,3,4,1,5,,,Due to the continuous loss of the beam it has been really hard to perform the planned measurements. We had to change our measuring plans.,,10/11/2014
20140050,I711,23/10/2014,27/10/2014,University of Sassari,Department of Chemistry and Pharmacy,2,3,3,1,3,1,4,,,,,03/01/2015
0,I911-1,23/10/2014,24/10/2014,Institute for Energy Technology (IFE),Department of Physics,4,5,5,4,4,2,5,,,,,01/11/2014
0,MX,23/10/2014,23/10/2014,SARomics Biostructures AB,,4,3,3,3,3,3,4,,,,,10/11/2014
20140495,I911-4,23/10/2015,26/10/2015,Uppsala University,"Department of Engineering Sciences, Applied Materials Science",3,5,5,5,5,5,5,,,,,27/01/2016
20140044,I311-XPS,23/11/2014,01/12/2014,Karl-Franzens University,Department of Experimental Physics,4,5,5,4,4,4,5,,,,,10/12/2014
20140310,I411,23/11/2014,01/12/2014,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",4,3,3,4,4,4,5,,,,,09/12/2014
20140219,SPECIES-HPXPS,23/11/2015,01/12/2015,University of Groningen,Zernike Institute for Advanced Materials,2,5,4,3,5,2,5,,,"Unfortunately the repetitive beam dumps did not allow to conduct more systematic experiments (2 days). Moreover, the end-station needed a whole day of bake and on the last day the x-rays were out of alignment for unknown reasons.",,07/12/2015
20110275,MX,24/01/2013,25/01/2013,Uppsala University,Department of Cell and Molecular Biology,5,5,5,5,5,5,5,,,,,02/02/2013
20110275,MX,24/01/2013,25/01/2013,"Swedish University of Agricultural Sciences, Uppsala",Department of Molecular Biology,4,3,2,3,4,4,2,,,,,11/03/2013
20110290,I811,24/02/2012,27/02/2012,"Swedish University of Agricultural Sciences, Uppsala",Department of Chemistry,5,3,4,4,4,5,5,"The beam-line was ready on time, and it did behave properly. The data quality was better with slow continous scans than step scans, which was surprising.",,"We were able to collect data on all samples preprared, and the data quality from repeated slow continous scans was good/very good.",,13/03/2012
20110277,MX,24/02/2012,26/02/2012,Karolinska Institutet,Department of Medical Biochemistry and Biophysics,5,5,5,4,5,5,5,,,,,11/04/2012
20120262,I511-3,24/02/2013,04/03/2013,Trinity College Dublin,School of Physics,2,5,5,2,5,3,5,"It turned out that the newly refurbished slitless GRACE, whose resolution was to be dependent upon the spot size, was not in fact able to measure the F K edge x-ray emission at all with the high resolution grating. This was due to a line of sight issue internal to the refurbished GRACE grating housing blocking the line of sight between the detector and the first grating when trying to operate in 2nd order emission with that grating.",,The objective to measure F K XES from rutile fluorides with anything other than moderate resolution was thwarted by having to rely on the second grating in GRACE using third order and with a large spot size within the chamber,,18/03/2013
20130067,I311-XPS,24/02/2014,03/03/2014,Technische Universität München,Department of Physics,5,5,5,5,2,5,5,"Though I suspect most of our problems with the software are down to inadequacies in the software provided by scienta, rather than anything else.",,,,11/03/2014
20130171,D1011,24/02/2014,03/03/2014,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",4,5,5,4,5,4,5,,,,,11/03/2014
20140110,I411,24/02/2015,02/03/2015,University of Tartu,Institute of Chemistry,5,5,4,3,3,3,5,Injection takes very long time for the ring MaxII. The beam was sometimes unstable after injection...,,,,20/05/2015
20140110,I411,24/02/2015,02/03/2015,University of Tartu,Institute of Physics,5,4,4,3,3,5,5,,,,,04/03/2015
20140110,I411,24/02/2015,02/03/2015,University of Tartu,Institute of Physics,4,4,4,4,3,4,4,,,,,10/03/2015
20140433,I711,24/02/2015,02/03/2015,Helmholtz-Zentrum Geesthacht,Zentrum für Material- und Küstenforschung,4,4,4,3,2,4,3,,,,,10/03/2015
20110278,MX,24/03/2012,26/03/2012,Aarhus University,Department of Molecular Biology,4,3,3,3,3,4,4,,,,,29/03/2012
20130044,I411,24/03/2014,07/04/2014,Jozef Stefan Institute,Low and Medium Energy Physics-F2,4,5,5,5,5,5,5,,,It is not 5 stars because it can always be better.,,23/04/2014
20130022,I311-XPS,24/03/2014,01/04/2014,Aarhus University,Interdisciplinary Nanoscience Center (iNANO),4,5,5,4,5,5,4,,,,,03/04/2014
20130022,I311-XPS,24/03/2014,01/04/2014,Aarhus University,Interdisciplinary Nanoscience Center (iNANO),4,5,4,4,4,5,5,,,,,08/04/2014
0,I4,24/03/2014,07/04/2014,Karlstad University,Department of Physics,5,5,4,3,1,5,5,,,,,28/05/2014
20140434,I811,24/03/2015,30/03/2015,Uppsala University,"Department of Physics and Astronomy, Materials Physics",4,4,4,3,2,5,3,,,,,07/04/2015
0,I911-4,24/03/2015,25/03/2015,University of Copenhagen,Department of Drug Design and Pharmacology,5,5,5,5,5,5,5,,,,,02/04/2015
0,I911-4,24/03/2015,25/03/2015,University of Copenhagen,Niels Bohr Institute,5,5,5,3,4,4,5,,,,,21/04/2015
20110118,D7,24/04/2012,27/04/2012,Lund University,"Department of Earth and Ecosystem Sciences, Geology",5,5,5,5,5,5,5,I am a geologist and I can't really judge the quality of the machine and the software. It seemed to work perfectly. ,,Very nice and helpful staff,"After running the samples one is left with a large amount of data that later has to be assessed and interpreted, otherwise the data is meaningless. I think a question on what help the user got to process the data (with the final aims for publication in international journal) is needed. ",05/05/2012
20110231,I3,24/04/2012,30/04/2012,Lund University,"Department of Astronomy and Theoretical Physics, Lund Observatory",4,5,5,4,3,4,4,"The support at the beam line is excellent, and the overall support from MAX-lab personel makes it very efficient and positive to perform experiments.
The investment in good service is most likely also a valuable investment in terms of enhanced quality of the performed research.",,,,29/05/2012
20110231,I3,24/04/2012,30/04/2012,Stockholm University,"Department of Physics, Atomic Physics",3,0,4,2,2,2,3,Unstable beam.  Vibrations in beam line degrade energy resolution.,,,,09/05/2012
20110118,D7,24/04/2012,26/04/2012,Lund University,"Department of Earth and Ecosystem Sciences, Geology",3,4,4,4,4,5,4,,,,,21/05/2012
20110337,I911-4,24/04/2012,26/04/2012,Lund University,"Department of Chemistry, Physical Chemistry",0,0,0,0,0,0,0,,,,,01/06/2012
0,MX,24/04/2013,25/04/2013,Novo Nordisk A/S,,4,5,5,3,4,5,5,The microscope table is a bit high for someone measuring only 1m68cm. I would be nice with a table that could be adjusted to fit. Manual mounting of crystals is a bit slow due to the change of interface between the crystal mounting/centering PC just outside the hutch and the data collection PC in the control room.   ,,,,03/05/2013
20120333,I911-4,24/04/2013,29/04/2013,University of Bristol,Department of Physics,5,5,5,5,5,5,5,,,,,06/05/2013
20130092,I3,24/04/2014,26/04/2014,Chalmers University of Technology,Department of Applied Physics,4,3,5,2,4,5,5,"Unreliable energy scale, probably due to some instability in the electronics. A different position of the Fermi level (up to 50 meV) was observed between different spectra without  changing the monochromator.",,,,05/05/2014
20130072,MX,24/04/2015,25/04/2015,University of Copenhagen,Department of Chemistry,5,4,4,4,4,4,4,,,"I did not stay during the whole shift so I am not able to fill the complete questionnaire.But when I left at midnight things looked quite successful.  As a comment though, we had only booked and planned to use 911-2, but as 911-3 was available we took it later in the day (around 16-17 probably)",,03/05/2015
20140239,I1011,24/04/2015,26/04/2015,Norwegian University of Science and Technology-NTNU,Department of Physics,5,4,5,4,3,5,5,,,,,03/05/2015
20110271,MX,24/05/2012,25/05/2012,University of Copenhagen,Department of Chemistry,4,5,4,3,3,4,4,"Issues with lost beam, software communication and sample changer",,,,24/09/2012
20110118,D7,24/05/2012,26/05/2012,Lund University,"Department of Earth and Ecosystem Sciences, Geology",4,4,5,5,4,5,4,,,,,03/07/2013
20110224,I1011,24/06/2012,02/07/2012,Trinity College Dublin,School of Physics,4,5,5,4,2,5,5,"As remarked before there is still not a wholly integrated and documented software setup for the I1011 octupole chamber with regard to XMCD scans with magnet flips at each energy datum, nor for element specific hysteresis loops. For the latter we continue to use the imperfect Labview interface that we have developed over several visits.",,The data obtained was of good quality but the specifics of the measurements did not meet with our expectations.,,23/07/2012
20110248,I4,24/06/2012,02/07/2012,Boston University,Department of Physics,4,4,4,4,4,4,4,,,,,19/03/2013
20110275,MX,24/06/2012,25/06/2012,Karolinska Institutet,Department of Medical Biochemistry and Biophysics,4,4,5,4,4,4,4,,,,,09/07/2012
0,I4,24/06/2013,27/06/2013,Uppsala University,Department of Chemistry - BMC,0,5,5,5,5,5,5,"Could not have received more support.
",,,,09/07/2013
20120274,I1011,24/06/2013,01/07/2013,Trinity College Dublin,School of Physics,4,5,5,5,4,4,5,,,"Although again we had problems with our sample that we had brought, this time we corrected these problem by growing a new second sample on-site using the I1011 in-situ chamber.",,09/07/2013
20120021,I411,24/06/2013,01/07/2013,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",4,3,3,3,3,3,4,,,,,28/08/2013
20130182,I4,24/06/2014,30/06/2014,"University of California, Santa Barbara",,5,5,5,5,4,5,5,SpecsLab troubles but otherwise everything worked great!,,,,09/07/2014
20130064,I411,24/06/2014,30/06/2014,Uppsala University,Department of Physics and Astronomy,5,5,5,3,2,3,4,"There were some problems connected to the communication between the computer controlling the spectrometer, and the beam line and undulatory controls. ",,,,01/08/2014
20130066,D1011,24/06/2014,30/06/2014,Norwegian University of Science and Technology,Department of Physics,3,3,3,3,3,0,4,,,,,08/07/2014
20130182,I4,24/06/2014,30/06/2014,"University of California, Santa Barbara",,4,4,4,4,4,3,4,,,,,07/07/2014
20130064,I411,24/06/2014,30/06/2014,Universidade Federal da Bahia,Instituto de Fisica - Departamento de Fisica do Estado Solido,5,5,5,4,4,3,5,,,,,08/07/2014
20130129,MX,24/06/2014,25/06/2014,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",5,5,5,5,5,5,5,,,,,03/07/2014
20140086,I811,24/06/2015,26/06/2015,Stockholm University,"Department of Materials and Environmental Chemistry, Inorganic and Structural Chemistry",4,5,5,4,5,5,5,,,,,06/07/2015
20140014,I3,24/08/2015,31/08/2015,University of St Andrews,School of Physics and Astronomy,3,5,5,4,4,3,4,"Major campus wide power failure caused issues with the ring a few days into the beam time. Of course, everyone did an excellent job getting this back online and making sure everything was safe.",,We managed to get our critical measurements but were unfortunate this power cut happened during our beam time.,,10/09/2015
20140365,D1011,24/08/2015,29/08/2015,University of Nottingham,School of Physics and Astronomy,5,5,5,5,5,5,5,,,,,07/09/2015
20120085,I411,24/09/2012,30/09/2012,University of Oulu,Department of Physics,4,4,4,4,4,4,4,,,,,08/10/2012
20130138,I1011,24/09/2013,07/10/2013,Uppsala University,Department of Physics and Astronomy,3,5,5,4,4,5,5,,,,,15/10/2013
20130092,I3,24/09/2013,01/10/2013,Chalmers University of Technology,Department of Applied Physics,5,0,4,3,3,5,5,,,,,08/10/2013
0,I311-XPS,24/09/2013,30/09/2013,University of Nottingham,School of Physics and Astronomy,0,5,5,5,5,5,5,,,,,13/12/2013
20130167,I411,24/09/2013,28/09/2013,Uppsala University,Department of Chemistry - Ångström Laboratory,5,5,5,4,4,5,5,,,,,16/10/2013
20120322,I811,24/09/2013,26/09/2013,Technical University of Denmark,Department of Chemistry,4,4,4,4,4,4,4,,,,,29/09/2013
20120322,I811,24/09/2013,26/09/2013,Technical University of Denmark,Department of Chemistry,4,5,5,4,3,5,4,,,,,04/10/2013
